             187.5              312.5            3.09400                 1.2520000000                 0.8440000000                 1.5580000000                 0.0000007900                 0.0000003700
             312.5              337.5            2.94400                 1.2700000000                 0.8410000000                 1.6800000000                -0.0000006500                 0.0000004300
             337.5              362.5            3.30800                 1.2460000000                 0.8390000000                 1.9460000000                -0.0000003000                 0.0000002400
             362.5              387.5            2.80100                 1.2930000000                 0.8360000000                 2.1530000000                 0.0000010000                 0.0000000000
             387.5              412.5            2.66800                 1.3070000000                 0.8400000000                 1.8810000000                 0.0000000000                 0.0000000000
             412.5              437.5            2.66800                 1.3070000000                 0.8400000000                 1.8810000000                 0.0000000000                 0.0000000000
             437.5              462.5            2.69800                 1.3150000000                 0.8200000000                 3.0040000000                 0.0000010000                 0.0000000000
             462.5              487.5            2.69800                 1.3150000000                 0.8200000000                 3.0040000000                 0.0000010000                 0.0000000000
             487.5              512.5            2.67200                 1.3200000000                 0.8280000000                 2.4670000000                 0.0000000000                 0.0000000000
             512.5              537.5            2.83800                 1.3000000000                 0.8250000000                 2.7760000000                 0.0000000000                 0.0000000000
             537.5              562.5            2.83800                 1.3000000000                 0.8250000000                 2.7760000000                 0.0000000000                 0.0000000000
             562.5              587.5            2.83100                 1.3170000000                 0.8280000000                 2.4920000000                -0.0000012000                 0.0000004000
             587.5              612.5            2.83100                 1.3170000000                 0.8280000000                 2.4920000000                -0.0000012000                 0.0000004000
             612.5              637.5            2.83100                 1.3170000000                 0.8280000000                 2.4920000000                -0.0000012000                 0.0000004000
             637.5              662.5            2.89500                 1.3150000000                 0.8180000000                 2.9890000000                -0.0000001200                 0.0000004400
             662.5              687.5            2.89500                 1.3150000000                 0.8180000000                 2.9890000000                -0.0000001200                 0.0000004400
             687.5              712.5            3.11500                 1.2440000000                 0.8040000000                 3.5200000000                -0.0000002700                 0.0000014000
             712.5              750.0            3.11500                 1.2440000000                 0.8040000000                 3.5200000000                -0.0000002700                 0.0000014000
             750.0              800.0            2.65000                 1.3490000000                 0.8090000000                 3.3870000000                 0.0000023000                 0.0000017000
             800.0              900.0            2.62200                 1.3620000000                 0.8060000000                 3.3550000000                 0.0000033000                 0.0000028000
             900.0             1000.0            2.49700                 1.3760000000                 0.7830000000                 5.0350000000                 0.0000098000                 0.0000210000
            1000.0             1100.0            2.63200                 1.3650000000                 0.7840000000                 4.7450000000                -0.0000460000                 0.0000500000
            1100.0             1200.0            2.58900                 1.3850000000                 0.7800000000                 4.9890000000                -0.0000280000                 0.0000800000
            1200.0             1300.0            2.55100                 1.4010000000                 0.7730000000                 5.4050000000                 0.0000620000                 0.0002600000
            1300.0             1400.0            2.46300                 1.4200000000                 0.7540000000                 6.5550000000                 0.0002400000                 0.0008560000
            1400.0             1500.0            2.46300                 1.4200000000                 0.7540000000                 6.5550000000                 0.0002400000                 0.0008560000
            1500.0             1600.0            2.23700                 1.4520000000                 0.7490000000                 6.9310000000                 0.0001200000                 0.0006670000
            1600.0             1700.0            1.97000                 1.5010000000                 0.7400000000                 7.4690000000                 0.0012000000                 0.0021600000
            1700.0             1800.0            1.97000                 1.5010000000                 0.7400000000                 7.4690000000                 0.0012000000                 0.0021600000
            1800.0             2000.0            1.97000                 1.5010000000                 0.7400000000                 7.4690000000                 0.0012000000                 0.0021600000
            2000.0             2400.0            1.85000                 1.5560000000                 0.7690000000                 5.1710000000                 0.0001900000                 0.0025400000
            2400.0             3400.0            1.57900                 1.6110000000                 0.8510000000                 2.8140000000                 0.1230000000                 0.0093500000
            3400.0             4000.0           -1.02300                 1.9330000000                 0.7260000000                 6.6520000000                 0.0250000000                 0.0122000000
