Phytoplankton chl-specific absorption and scatter
Computed in 14Ap_Apps_phyto_BFM_chla.R (with aPS reconstructed)
# aPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1)
# bPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1)
# non-spectral bb ratio (-), it multiplies bPH in light_spectral.F90
Format I4,4F10.4
Diatoms
 250    0.0000   0.0000   0.2705   0.0047
 325    0.0057   0.0057   0.2705   0.0047
 350    0.0115   0.0115   0.2705   0.0047
 375    0.0172   0.0172   0.2705   0.0047
 400    0.0224   0.0224   0.2705   0.0047
 425    0.0261   0.0261   0.2600   0.0047
 450    0.0260   0.0260   0.2491   0.0047
 475    0.0213   0.0213   0.2508   0.0047
 500    0.0173   0.0173   0.2522   0.0047
 525    0.0110   0.0110   0.2545   0.0047
 550    0.0071   0.0071   0.2534   0.0047
 575    0.0048   0.0048   0.2498   0.0047
 600    0.0044   0.0044   0.2405   0.0047
 625    0.0055   0.0055   0.2304   0.0047
 650    0.0064   0.0064   0.2174   0.0047
 675    0.0127   0.0127   0.2013   0.0047
 700    0.0039   0.0039   0.2065   0.0047
 725    0.0014   0.0014   0.2033   0.0047
 775    0.0000   0.0000   0.2033   0.0047
Flagellates
 250    0.0000   0.0000   0.0318   0.0038
 325    0.0067   0.0064   0.0318   0.0038
 350    0.0134   0.0128   0.0318   0.0038
 375    0.0201   0.0192   0.0318   0.0038
 400    0.0275   0.0256   0.0318   0.0038
 425    0.0350   0.0309   0.0305   0.0038
 450    0.0350   0.0289   0.0325   0.0038
 475    0.0308   0.0242   0.0348   0.0038
 500    0.0216   0.0171   0.0393   0.0038
 525    0.0114   0.0107   0.0461   0.0038
 550    0.0064   0.0064   0.0472   0.0038
 575    0.0056   0.0056   0.0480   0.0038
 600    0.0063   0.0063   0.0476   0.0038
 625    0.0073   0.0073   0.0470   0.0038
 650    0.0096   0.0096   0.0444   0.0038
 675    0.0161   0.0159   0.0404   0.0038
 700    0.0040   0.0042   0.0478   0.0038
 725    0.0008   0.0011   0.0511   0.0038
 775    0.0003   0.0000   0.0511   0.0038
Pico
 250    0.0000   0.0000   0.1857   0.0036
 325    0.0105   0.0067   0.1857   0.0036
 350    0.0178   0.0135   0.1857   0.0036
 375    0.0252   0.0202   0.1857   0.0036
 400    0.0353   0.0271   0.1857   0.0036
 425    0.0485   0.0338   0.1786   0.0036
 450    0.0497   0.0265   0.1741   0.0036
 475    0.0394   0.0158   0.1677   0.0036
 500    0.0299   0.0136   0.1625   0.0036
 525    0.0157   0.0130   0.1575   0.0036
 550    0.0133   0.0131   0.1496   0.0036
 575    0.0090   0.0090   0.1454   0.0036
 600    0.0063   0.0064   0.1379   0.0036
 625    0.0075   0.0075   0.1283   0.0036
 650    0.0099   0.0099   0.1204   0.0036
 675    0.0179   0.0178   0.1128   0.0036
 700    0.0050   0.0050   0.1163   0.0036
 725    0.0010   0.0011   0.1126   0.0036
 775    0.0000   0.0000   0.1126   0.0036
Dino
 250    0.0000   0.0000   0.0311   0.0022
 325    0.0084   0.0084   0.0311   0.0022
 350    0.0168   0.0168   0.0311   0.0022
 375    0.0252   0.0252   0.0311   0.0022
 400    0.0316   0.0316   0.0311   0.0022
 425    0.0323   0.0323   0.0305   0.0022
 450    0.0312   0.0312   0.0294   0.0022
 475    0.0269   0.0269   0.0297   0.0022
 500    0.0208   0.0208   0.0325   0.0022
 525    0.0150   0.0150   0.0344   0.0022
 550    0.0102   0.0102   0.0370   0.0022
 575    0.0063   0.0063   0.0396   0.0022
 600    0.0056   0.0056   0.0399   0.0022
 625    0.0061   0.0061   0.0403   0.0022
 650    0.0069   0.0069   0.0403   0.0022
 675    0.0152   0.0152   0.0385   0.0022
 700    0.0037   0.0037   0.0425   0.0022
 725    0.0005   0.0005   0.0443   0.0022
 775    0.0000   0.0000   0.0443   0.0022
