Phytoplankton chl-specific absorption and scatter
Computed in 14Ap_Apps_phyto_BFM_chla.R (with aPS reconstructed)
# aPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1)
# bPH from Dutkiewicz et al 2015 (m2 mgC-1)
# non-spectral bb ratio (-) (from Dut15 & Gregg17), it multiplies bPH in light_spectral.F90
Format I4,2F10.4, 1F10.5, 1F10.4
Diatoms
 250    0.0000    0.0000   0.00352    0.0020
 325    0.0057    0.0057   0.00352    0.0020
 350    0.0115    0.0115   0.00352    0.0020
 375    0.0172    0.0172   0.00352    0.0020
 400    0.0224    0.0224   0.00352    0.0020
 425    0.0261    0.0261   0.00336    0.0020
 450    0.0260    0.0260   0.00336    0.0020
 475    0.0213    0.0213   0.00354    0.0020
 500    0.0173    0.0173   0.00362    0.0020
 525    0.0110    0.0110   0.00368    0.0020
 550    0.0071    0.0071   0.00364    0.0020
 575    0.0048    0.0048   0.00359    0.0020
 600    0.0044    0.0044   0.00351    0.0020
 625    0.0055    0.0055   0.00341    0.0020
 650    0.0064    0.0064   0.00323    0.0020
 675    0.0127    0.0127   0.00299    0.0020
 700    0.0039    0.0039   0.00309    0.0020
 725    0.0014    0.0014   0.00309    0.0020
 775    0.0000    0.0000   0.00309    0.0020
Flagellates
 250    0.0000    0.0000   0.00656    0.0071
 325    0.0067    0.0064   0.00656    0.0071
 350    0.0134    0.0128   0.00656    0.0071
 375    0.0201    0.0192   0.00656    0.0071
 400    0.0275    0.0256   0.00656    0.0071
 425    0.0350    0.0309   0.00642    0.0071
 450    0.0350    0.0289   0.00645    0.0071
 475    0.0308    0.0242   0.00681    0.0071
 500    0.0216    0.0171   0.00762    0.0071
 525    0.0114    0.0107   0.00811    0.0071
 550    0.0064    0.0064   0.00840    0.0071
 575    0.0056    0.0056   0.00840    0.0071
 600    0.0063    0.0063   0.00821    0.0071
 625    0.0073    0.0073   0.00803    0.0071
 650    0.0096    0.0096   0.00775    0.0071
 675    0.0161    0.0159   0.00731    0.0071
 700    0.0040    0.0042   0.00795    0.0071
 725    0.0008    0.0011   0.00795    0.0071
 775    0.0003    0.0000   0.00795    0.0071
Pico
 250    0.0000    0.0000   0.00544    0.0039
 325    0.0105    0.0067   0.00544    0.0039
 350    0.0178    0.0135   0.00544    0.0039
 375    0.0252    0.0202   0.00544    0.0039
 400    0.0353    0.0271   0.00544    0.0039
 425    0.0485    0.0338   0.00507    0.0039
 450    0.0497    0.0265   0.00505    0.0039
 475    0.0394    0.0158   0.00507    0.0039
 500    0.0299    0.0136   0.00518    0.0039
 525    0.0157    0.0130   0.00505    0.0039
 550    0.0133    0.0131   0.00481    0.0039
 575    0.0090    0.0090   0.00460    0.0039
 600    0.0063    0.0064   0.00429    0.0039
 625    0.0075    0.0075   0.00397    0.0039
 650    0.0099    0.0099   0.00367    0.0039
 675    0.0179    0.0178   0.00346    0.0039
 700    0.0050    0.0050   0.00379    0.0039
 725    0.0010    0.0011   0.00379    0.0039
 775    0.0000    0.0000   0.00379    0.0039
Dino
 250    0.0000    0.0000   0.00071    0.0030
 325    0.0084    0.0084   0.00071    0.0030
 350    0.0168    0.0168   0.00071    0.0030
 375    0.0252    0.0252   0.00071    0.0030
 400    0.0316    0.0316   0.00071    0.0030
 425    0.0323    0.0323   0.00070    0.0030
 450    0.0312    0.0312   0.00067    0.0030
 475    0.0269    0.0269   0.00068    0.0030
 500    0.0208    0.0208   0.00074    0.0030
 525    0.0150    0.0150   0.00079    0.0030
 550    0.0102    0.0102   0.00085    0.0030
 575    0.0063    0.0063   0.00091    0.0030
 600    0.0056    0.0056   0.00092    0.0030
 625    0.0061    0.0061   0.00093    0.0030
 650    0.0069    0.0069   0.00093    0.0030
 675    0.0152    0.0152   0.00086    0.0030
 700    0.0037    0.0037   0.00097    0.0030
 725    0.0005    0.0005   0.00097    0.0030
 775    0.0000    0.0000   0.00097    0.0030
