             187.5              312.5                16.5280000000                 2.8229000000                80.8836000000                 0.0000000000            0.00000            0.00000
             312.5              337.5                41.0035000000                 0.8742000000                 0.3584000000                 0.0000000000            0.00000            0.00000
             337.5              362.5                12.7915000000                 0.5925000000                 0.0016000000                 0.0000000000            0.00000            0.00000
             362.5              387.5                27.1180000000                 0.4768000000                 0.0001000000                 0.0000000000            0.00000            0.00000
             387.5              412.5                35.1935000000                 0.3643000000                 0.0000000000                 0.0000000000            0.00000            0.00000
             412.5              437.5                42.1795000000                 0.2833000000                 0.0008000000                 0.0000000000            0.00000            0.00000
             437.5              462.5                49.1940000000                 0.2238000000                 0.0040000000                 0.0000000000            0.00000            0.00000
             462.5              487.5                49.7700000000                 0.1791000000                 0.0121000000                 0.0000000000            0.00000            0.00000
             487.5              512.5                48.3945000000                 0.1451000000                 0.0279000000                 0.0000000000            0.00000            0.00000
             512.5              537.5                46.4935000000                 0.1189000000                 0.0529000000                 0.0000000000            0.00000            0.00000
             537.5              562.5                46.5160000000                 0.0983000000                 0.0832000000                 0.0000000000            0.00000            0.00000
             562.5              587.5                46.1380000000                 0.0820000000                 0.1140000000                 0.0148000000            0.00000            0.00000
             587.5              612.5                44.1230000000                 0.0690000000                 0.1176000000                 0.0851000000            0.00000            0.00000
             612.5              637.5                42.0468000000                 0.0584000000                 0.0967000000                 0.0016000000            0.00580            0.00000
             637.5              662.5                39.5245000000                 0.0498000000                 0.0643000000                 0.0408000000            0.00000            0.00000
             662.5              687.5                37.8730000000                 0.0427000000                 0.0416000000                 0.0009000000            0.23330            0.00000
             687.5              712.5                18.7465000000                 0.0382000000                 0.0261000000                 0.1074000000            0.12990            0.00000
             712.5              750.0                66.8775000000                 0.0319000000                 0.0132000000                 0.1462000000            0.00000            0.00000
             750.0              800.0                59.9900000000                 0.0244000000                 0.0072000000                 0.0065000000            1.11760            0.00000
             800.0              900.0               102.2358000000                 0.0168000000                 0.0020000000                 0.0568000000            0.00010            0.00000
             900.0             1000.0                84.7899000000                 0.0108000000                 0.0000000000                 4.9142000000            0.00000            0.00000
            1000.0             1100.0                67.8772000000                 0.0072000000                 0.0000000000                 0.0279000000            0.00020            0.00020
            1100.0             1200.0                56.0762000000                 0.0050000000                 0.0000000000                17.5902000000            0.00000            0.00000
            1200.0             1300.0                46.1106000000                 0.0032000000                 0.0000000000                 0.0479000000            0.00280            0.00050
            1300.0             1400.0                37.3780000000                 0.0026000000                 0.0000000000               115.3197000000            0.00000            0.00030
            1400.0             1500.0                31.8313000000                 0.0020000000                 0.0000000000                95.2031000000            0.00000            0.00230
            1500.0             1600.0                27.2524000000                 0.0015000000                 0.0000000000                 0.0364000000            0.00000            0.00140
            1600.0             1700.0                22.7691000000                 0.0012000000                 0.0000000000                 0.0082000000            0.00000            0.00100
            1700.0             1800.0                18.6144000000                 0.0009000000                 0.0000000000                 2.0008000000            0.00000            0.00010
            1800.0             2000.0                27.9521000000                 0.0007000000                 0.0000000000               228.9211000000            0.00000            0.00870
            2000.0             2400.0                33.6300000000                 0.0004000000                 0.0000000000                 0.2550000000            0.00000            0.01180
            2400.0             3400.0                32.5775000000                 0.0001000000                 0.0000000000               314.7111000000            0.00000            0.02560
            3400.0             4000.0                 7.2635000000                 0.0000000000                 0.0000000000                 0.9158000000            0.00000            0.00030
