CDOM c-specific absorption 
Computed in 02PFTs_&constituents_data_files_optimized.R
# S_350_500 = 0.0175/0.0162/0.0180 nm-1 (values optimized in Álvarez et al. 2023 BGC)
# a_cdom at 450nm = 0.015 m2 mgC-1 (from Dutkiewicz et al. 2015, 0.18 m2 mmolC-1)
# average of the integral in the waveband
Format I5,3E12.6
  250  6.018665e-01  4.518833e-01  6.723253e-01
  325  1.347623e-01  1.144199e-01  1.435199e-01
  350  8.700911e-02  7.631544e-02  9.151231e-02
  375  5.617730e-02  5.090063e-02  5.835083e-02
  400  3.627079e-02  3.394954e-02  3.720613e-02
  425  2.341818e-02  2.264355e-02  2.372368e-02
  450  1.511992e-02  1.510273e-02  1.512688e-02
  475  9.762151e-03  1.007317e-02  9.645327e-03
  500  6.302918e-03  6.718569e-03  6.150132e-03
  525  4.069470e-03  4.481130e-03  3.921497e-03
  550  2.627447e-03  2.988810e-03  2.500457e-03
  575  1.696407e-03  1.993467e-03  1.594362e-03
  600  1.095283e-03  1.329596e-03  1.016610e-03
  625  7.071679e-04  8.868098e-04  6.482191e-04
  650  4.565819e-04  5.914816e-04  4.133228e-04
  675  2.947914e-04  3.945045e-04  2.635462e-04
  700  1.903316e-04  2.631254e-04  1.680445e-04
  725  1.112534e-04  1.599539e-04  9.675851e-05
  775  5.245761e-05  7.967812e-05  4.467127e-05
  850  1.549168e-05  2.560683e-05  1.277305e-05
  950  2.692050e-06  5.067558e-06  2.111370e-06
 1050  4.678081e-07  1.002863e-06  3.490072e-07
 1150  8.129285e-08  1.984653e-07  5.769050e-08
 1250  1.412658e-08  3.927602e-08  9.536176e-09
 1350  2.454831e-09  7.772674e-09  1.576319e-09
 1450  4.265857e-10  1.538202e-09  2.605638e-10
 1550  7.412949e-11  3.044082e-10  4.307091e-11
 1650  1.288177e-11  6.024198e-11  7.119573e-12
 1750  2.238517e-12  1.192181e-11  1.176858e-12
 1900  2.282966e-13  1.413108e-12  1.133447e-13
 2200  3.551070e-15  2.875512e-14  1.590810e-15
 2900  1.296445e-18  1.766906e-17  4.754255e-19
 3700  5.425470e-26  2.713099e-24  1.206762e-26
 4000  0.000000e-00  0.000000e-00  0.000000e-00
