Phytoplankton chl-specific absorption and scatter
Computed in 13PFTs_&constituents_data_files_4columns.R
# aPH compiled from literature (Literature_spectra5.xls) (m2 mgChla-1)
# bPH compiled from literature (Literature_spectra5.xls) (m2 mgChla-1)
# non-spectral bb ratio (-), it multiplies bPH in light_spectral.F90
Format I4,4F10.4
Diatoms
 250    0.0013   0.0013   0.2705   0.0109
 325    0.0062   0.0062   0.2705   0.0109
 350    0.0117   0.0117   0.2705   0.0109
 375    0.0173   0.0173   0.2705   0.0109
 400    0.0223   0.0223   0.2705   0.0109
 425    0.0261   0.0261   0.2574   0.0109
 450    0.0248   0.0248   0.2489   0.0109
 475    0.0196   0.0196   0.2509   0.0109
 500    0.0158   0.0158   0.2524   0.0109
 525    0.0105   0.0105   0.2545   0.0109
 550    0.0067   0.0067   0.2536   0.0109
 575    0.0047   0.0047   0.2491   0.0109
 600    0.0044   0.0044   0.2410   0.0109
 625    0.0056   0.0056   0.2305   0.0109
 650    0.0068   0.0068   0.2174   0.0109
 675    0.0127   0.0127   0.1984   0.0109
 700    0.0030   0.0030   0.2074   0.0109
 725    0.0012   0.0012   0.2033   0.0109
 775    0.0002   0.0002   0.2033   0.0109
Flagellates
 250    0.0014   0.0014   0.1118   0.0048
 325    0.0067   0.0067   0.1118   0.0048
 350    0.0127   0.0127   0.1118   0.0048
 375    0.0187   0.0187   0.1118   0.0048
 400    0.0257   0.0257   0.1118   0.0048
 425    0.0321   0.0321   0.1090   0.0048
 450    0.0305   0.0305   0.1116   0.0048
 475    0.0261   0.0261   0.1184   0.0048
 500    0.0184   0.0184   0.1294   0.0048
 525    0.0098   0.0098   0.1414   0.0048
 550    0.0060   0.0060   0.1445   0.0048
 575    0.0056   0.0056   0.1451   0.0048
 600    0.0061   0.0061   0.1440   0.0048
 625    0.0073   0.0073   0.1410   0.0048
 650    0.0094   0.0094   0.1352   0.0048
 675    0.0151   0.0151   0.1253   0.0048
 700    0.0032   0.0032   0.1375   0.0048
 725    0.0009   0.0009   0.1394   0.0048
 775    0.0003   0.0003   0.1394   0.0048
Pico
 250    0.0025   0.0025   0.1921   0.0026
 325    0.0115   0.0115   0.1921   0.0026
 350    0.0219   0.0219   0.1921   0.0026
 375    0.0322   0.0322   0.1921   0.0026
 400    0.0434   0.0434   0.1921   0.0026
 425    0.0614   0.0614   0.1816   0.0026
 450    0.0621   0.0621   0.1758   0.0026
 475    0.0493   0.0493   0.1632   0.0026
 500    0.0342   0.0342   0.1522   0.0026
 525    0.0167   0.0167   0.1394   0.0026
 550    0.0144   0.0144   0.1280   0.0026
 575    0.0096   0.0096   0.1223   0.0026
 600    0.0075   0.0075   0.1119   0.0026
 625    0.0088   0.0088   0.0998   0.0026
 650    0.0129   0.0129   0.0904   0.0026
 675    0.0201   0.0201   0.0838   0.0026
 700    0.0042   0.0042   0.0863   0.0026
 725    0.0010   0.0010   0.0797   0.0026
 775    0.0000   0.0000   0.0797   0.0026
Dino
 250    0.0020   0.0020   0.0311   0.0023
 325    0.0093   0.0093   0.0311   0.0023
 350    0.0177   0.0177   0.0311   0.0023
 375    0.0261   0.0261   0.0311   0.0023
 400    0.0318   0.0318   0.0311   0.0023
 425    0.0325   0.0325   0.0303   0.0023
 450    0.0309   0.0309   0.0294   0.0023
 475    0.0262   0.0262   0.0294   0.0023
 500    0.0202   0.0202   0.0324   0.0023
 525    0.0144   0.0144   0.0344   0.0023
 550    0.0096   0.0096   0.0369   0.0023
 575    0.0061   0.0061   0.0397   0.0023
 600    0.0055   0.0055   0.0398   0.0023
 625    0.0062   0.0062   0.0403   0.0023
 650    0.0074   0.0074   0.0404   0.0023
 675    0.0151   0.0151   0.0379   0.0023
 700    0.0027   0.0027   0.0416   0.0023
 725    0.0004   0.0004   0.0443   0.0023
 775    0.0000   0.0000   0.0443   0.0023
